Date,SPY,S1 (متساوي),S2 (VIX أكبر),S3 (سلع أكبر)
2018-05-04,261.10726218993733,97.06239765608852,96.19395014860667,105.91145375190126
2018-05-07,261.20433973928533,97.5450963983841,95.6773101900437,104.93109997646569
2018-05-08,262.1729847298182,98.16316175928722,95.80418600386513,104.67620116795031
2018-05-09,261.4709316359409,98.20749055476794,96.12637614135275,104.97770098562789
2018-05-10,261.1432694893431,98.30614840847073,96.26276577954184,104.44325166749653
2018-05-11,260.75116133621094,97.99732246075357,95.54897905574563,103.58715572142772
2018-05-14,259.2876463880788,97.83928603274003,95.69343229567346,103.62875801845694
2018-05-15,259.5837666651434,98.14717160762561,96.7169694527758,104.14628410922603
2018-05-16,259.8448219373233,98.74911382621002,97.03101448793598,103.12930004611607
2018-05-17,259.8499353939658,98.67939068836951,97.70440552028626,103.62143948509966
2018-05-18,259.6153482605906,98.45429605594381,97.53849714127742,104.11182320734265
2018-05-21,258.1999775185402,98.45456003537211,98.06342730887401,104.68427426863663
2018-05-22,257.7793321957748,98.75516340983667,98.25891479562559,105.41536239755963
2018-05-23,257.43661767924806,98.0332360017699,97.59327728484452,106.7365707523554
2018-05-24,256.6343404100264,96.88514552520127,97.81624198820373,106.52291552318397
2018-05-25,256.47305469836044,96.60987710045548,97.12205432379552,106.58865847123069
2018-05-28,256.877105555175,95.9995208874984,96.67903813137616,106.33879541128188
2018-05-29,258.7632914563855,95.74545078867475,96.81156794648082,106.33998151813536
2018-05-30,258.93786926921734,95.67156062926601,97.0196389378469,107.25970553151714
2018-05-31,259.1954196599401,95.4449364247545,96.18717621229293,106.45269684115874
2018-06-01,259.12097374417397,96.17117019198987,96.92496625212094,105.9360670378594
2018-06-04,257.2022025288749,96.33454257429104,97.32537064693126,106.76237559976214
2018-06-05,257.1756886534257,96.48477975409645,96.83206074200365,107.3743975039034
2018-06-06,257.2359188633667,96.79588332611816,95.75575138448923,107.15651851581315
2018-06-07,259.699160975852,96.22646676722776,95.65431817913222,107.66915971648558
2018-06-08,259.5068000110709,96.7460226609379,95.34215757942941,107.8738892219808
2018-06-11,259.8083473534045,96.70814051767017,95.42135589936653,108.7740539873814
2018-06-12,259.7736355836993,97.04338082629079,95.16717423655763,108.81875974367746
2018-06-13,258.60495754607973,96.5074522097707,93.76195443403613,109.434139012001
2018-06-14,259.74778036059473,95.73057282676267,93.4901115772253,111.01934615829657
2018-06-15,260.4997133932815,96.13951765577518,93.2761781994775,111.37820565132506
2018-06-18,261.2907453403246,96.32772241882394,93.71974091681933,111.40780255080196
2018-06-19,260.38135788552984,95.87669664164518,93.2310011445916,111.84127074193455
2018-06-20,261.7841521964659,95.44186510100783,94.40607341595239,111.62210222701222
2018-06-21,260.38230113367365,96.00458249321522,93.06792503049617,113.05488285032706
2018-06-22,260.9691582274739,95.40987654678156,93.985742278958,113.16292547294465
2018-06-25,263.1596138532839,96.23121302340954,93.82871899934332,112.99916548080934
2018-06-26,262.1690775281532,95.7809026560856,94.43042840998382,112.49775207779732
2018-06-27,261.60277979855044,96.1000986188898,94.48628944882493,113.15608419276118
2018-06-28,261.70243116363804,95.93578938101531,95.28397832404276,113.67639664045782
2018-06-29,261.19895550952185,96.23738309655648,95.0128249488558,113.37798401760936
2018-07-02,259.6482920784557,95.96532609549938,94.24379065123132,113.72385482468282
2018-07-03,259.7168550532618,95.88392964246323,95.23814365232107,112.8187212437551
2018-07-04,258.65455133953566,95.9043892301611,95.15870720020357,112.929703588799
2018-07-05,259.1281437701708,95.40329550227037,95.31379813174051,113.20135740004501
2018-07-06,258.208719535937,95.77370767498043,96.17812447157188,114.22575528578055
2018-07-09,259.75865394095456,95.51710089174463,95.45575580210577,113.76326400414334
2018-07-10,258.97540064861835,95.40280093407462,95.87259943045325,112.99625242686194
2018-07-11,258.65333913241267,94.90562624677037,95.45967310092922,112.45899565030692
2018-07-12,259.46685634978235,93.6244594173727,95.36715455197816,111.65705455011796
2018-07-13,258.2359920333484,93.52894553607263,95.41774982774717,112.45904896477336
2018-07-16,258.4634519679525,94.73525324687908,94.36759452473432,113.38823254178777
2018-07-17,259.77059472223493,95.12755539082809,93.82240859476,113.58036248855707
2018-07-18,258.1631114876737,95.1179252009609,94.76815961944921,114.31313945596817
2018-07-19,258.347745346206,94.98647978635677,95.38849345145856,114.39351448431631
2018-07-20,258.60762814045444,94.99771273276279,95.3446457473295,114.33644749569585
2018-07-23,259.38945101223175,95.2712722903504,95.51483216828852,114.13662492426359
2018-07-24,258.15250030135365,94.68086588269597,95.308862414343,113.95039032943706
2018-07-25,256.8320436882694,95.23802673003041,96.25847078442258,113.02170939565163
2018-07-26,257.35398525388626,95.59571738775102,96.11822397996667,113.18026225381604
2018-07-27,257.6509699271195,95.954810250605,96.28051344446106,113.15606190768762
2018-07-30,257.9014627774653,96.17404812000986,97.08273454536051,113.60327834213433
2018-07-31,258.2479109869623,96.18385644885686,96.53857450596838,113.6593924399975
2018-08-01,257.56788626538383,96.52028706684027,97.6297269351162,113.56177021905604
2018-08-02,257.80013996254485,96.81619413371095,96.55840394829583,113.03905440105147
2018-08-03,258.0932124358435,96.63917377824045,97.6991534400748,113.08234634314452
2018-08-06,257.37886101781714,96.35237289179199,97.43828053130842,113.52528868163422
2018-08-07,259.2446355289619,96.40330103942298,97.26839140783072,112.83928528698391
2018-08-08,259.7184684498737,97.17781111517058,95.94538428800266,112.89176953919235
2018-08-09,258.52716495267106,96.55825757734362,95.62702798583827,113.03159531011003
2018-08-10,259.1837185613049,95.8244949444674,94.89916341411946,112.60075643993908
2018-08-13,258.2090368910776,95.90687536508567,94.47381097235802,112.24804265699427
2018-08-14,258.99612149482,95.93231921601368,94.37769329630581,112.38640916625401
2018-08-15,260.1547170738274,96.01899004819887,95.04814742643684,111.70635655527843
2018-08-16,259.33403475547567,96.14096664715314,95.19346977241727,111.91631078442808
2018-08-17,260.29741088472,96.02936551983572,95.40884342979805,111.37909816023254
2018-08-20,260.7101918116565,96.77429723913677,94.64197985760617,112.01681037605248
2018-08-21,261.532251971651,95.97384524989852,94.02545199488425,113.41950702328546
2018-08-22,263.42904495430497,95.55959673750839,95.28455950773018,112.90305294226437
2018-08-23,263.18365683830206,95.50796935743386,94.7699187833959,113.22357765968917
2018-08-24,262.4299206739446,94.68637495185678,95.92926455983601,112.78753251675997
2018-08-27,261.54040624431906,94.59844774964074,95.7591217206194,113.41210502103863
2018-08-28,260.7245959593536,95.42918283250475,95.76072327591986,112.6529499755875
2018-08-29,260.64749424993954,95.43962607665273,96.50997888808081,112.94130203064414
2018-08-30,260.98864622475617,95.55497652951207,97.40030358343786,112.41750865051053
2018-08-31,261.2653370240862,94.92489414692578,97.32273479124251,112.2933178970515
2018-09-03,262.0925202731222,94.61671344290605,97.05096465377743,111.67470273196312
2018-09-04,262.10552216500014,94.42911525274408,97.01182033981188,112.16811301450056
2018-09-05,263.55905624215745,94.27025770436596,97.24839060957436,111.66592480183681
2018-09-06,263.2943994089195,94.91107960186784,97.87230319038319,111.99710335743592
2018-09-07,266.0145685755091,95.1899251322304,97.8752640916791,111.79064454047851
2018-09-10,266.6402359232741,94.63419615376189,98.30848450029531,111.72196111739919
2018-09-11,265.7830783668578,94.7574485429779,99.45533631288497,111.81061466183928
2018-09-12,264.7121858687967,95.00655941722628,99.72225304147031,111.35351985884397
2018-09-13,265.1946582840399,95.57663393648691,99.94041004067365,111.4797401269685
2018-09-14,264.97119549871405,96.3669042797711,98.87717246311061,112.39794086558115
2018-09-17,265.68519599280614,95.85935718385717,97.03566136733026,111.93108399408152
2018-09-18,266.15843361737967,95.453928428252,97.30752437779138,112.63417008004582
2018-09-19,266.0856047047228,94.8251394987947,97.24114741589477,113.5330286601385
2018-09-20,265.2388109866544,94.70812956924121,96.88079954345446,113.04333566672167
2018-09-21,263.72396376196855,94.94130875646437,97.0512706863849,112.17030290366733
2018-09-24,263.2774488099015,95.43497601475892,97.00898807594706,112.3514794437704
2018-09-25,264.13384760422497,95.39700050293766,97.79843425139079,112.02303493011027
2018-09-26,264.34794134835516,95.23707674131023,97.85871185917208,113.14419686160807
2018-09-27,263.1022025696432,95.3129557374346,97.33586555962296,113.16508138590797
2018-09-28,263.2753834954944,94.89538428661959,98.02898192689446,112.68376174108687
2018-10-01,263.6607008752232,95.94015364746699,97.87699017443211,111.99546603447983
2018-10-02,262.77684343902206,95.13632313390795,98.24556585300273,112.64940900993433
2018-10-03,262.9305685449676,95.22869342335582,97.91137835866778,112.30669862548382
2018-10-04,262.9887772634136,96.24049653297064,97.45649953881957,112.33299590516008
2018-10-05,261.845806965583,96.24389645525063,97.51541729994955,112.90647755222757
2018-10-08,262.20359432593125,96.14887693774989,97.52439735043014,112.61592254106907
2018-10-09,262.7643788522995,95.97015422634468,97.86027627518692,112.58836524382498
2018-10-10,263.8474300954748,95.87995838546347,97.67222424787009,112.57842419793147
2018-10-11,264.9012321475097,96.56638262280174,96.38677239923082,112.98841890484113
2018-10-12,263.5235627795526,95.46045166713698,96.08383068071895,113.34286550614732
2018-10-15,262.58573773963747,96.22716851778515,96.63950360771962,113.21079726739441
2018-10-16,263.1007730068461,95.51518994156007,96.43134035224944,113.24898670429232
2018-10-17,263.61455895775833,95.38186377694286,96.25887197048925,113.02591929737824
2018-10-18,264.1296066440644,95.16724156679354,96.94933552462341,112.13935185322657
2018-10-19,267.9823381347191,95.46151820167889,96.45095426554217,112.29391236766544
2018-10-22,268.5532286454123,94.66245602573701,95.37099201277213,113.42922742416529
2018-10-23,269.6887942855929,94.89354235877799,95.25855022910429,112.89899593975065
2018-10-24,270.6427960490861,95.90569717042142,94.91962846323017,112.43517811398902
2018-10-25,271.29418730039185,95.22411016812501,94.2432560394029,111.91274145100279
2018-10-26,270.97891805575154,95.31896325193021,94.12049112027381,112.34749651823665
2018-10-29,271.7378872762448,94.9879721630319,94.46454507334656,112.61658779075452
2018-10-30,270.9650620617072,95.20091576612842,94.4580430802491,112.52146517530464
2018-10-31,270.72824345496724,95.2104896548363,94.67292983112947,111.97065373832126
2018-11-01,270.2428799071381,94.88974620031414,95.94231522009025,112.02607981330522
2018-11-02,270.32475404652445,95.13368234274968,95.70230001699996,111.08730653690374
2018-11-05,272.639412613198,96.03585639764304,95.89714406125123,111.17336247701823
2018-11-06,270.7721474206062,95.9404045017794,95.54069470743184,111.696277108671
2018-11-07,271.4584076109807,96.3002834728535,94.94824290351096,110.94555762669079
2018-11-08,269.84569173979105,95.6536469939179,94.53880754611852,110.026046660593
2018-11-09,269.3737598740016,95.1754288055089,94.20367654605333,110.9737093956099
2018-11-12,270.462710470969,95.4116319444491,94.45530960433632,110.60665361190715
2018-11-13,270.52699049006446,96.15368995871708,96.09966265502685,111.28822231947345
2018-11-14,269.44924571213517,96.33149663310991,95.59843224963376,111.19582372035475
2018-11-15,268.7339420028752,96.17496761784832,95.30679453570293,111.09865083018995
2018-11-16,269.4135397518099,96.17461332056001,95.26260842652506,111.36169844988794
2018-11-19,268.6831731200927,95.54940945357515,95.53966762062188,110.83129913584008
2018-11-20,268.8996317096747,95.85166711675284,95.72415318899024,110.91079742193746
2018-11-21,268.94520354957854,96.29283364791453,96.62302024475392,110.681903773043
2018-11-22,268.2936032019727,96.066788481498,94.92454579537927,109.889607707
2018-11-23,270.437547291298,95.83176740761824,93.2536948862423,110.09209695183583
2018-11-26,271.07146631361604,95.96470652244427,92.9065801658352,109.93411226770908
2018-11-27,269.0463237269584,95.74634665442397,93.6746902971158,109.83989737064226
2018-11-28,269.23277804172784,95.71328034711107,92.57873667499187,109.11380080459377
2018-11-29,268.57099157695944,96.76314124169431,90.47339403720625,110.06864102525144
2018-11-30,269.42342491175566,96.63962839132132,90.8732196215597,110.59466953708312
2018-12-03,268.63090417332296,96.4604583153107,91.0437796781516,111.1731630675863
2018-12-04,268.5161677318561,96.13668741249313,90.28063379339198,110.98989624612129
2018-12-05,269.02115501083654,96.5087833982431,89.59075607288734,109.95238651241924
2018-12-06,269.88691020500664,96.41817131163404,88.91193546914307,111.12413694191295
2018-12-07,268.6866137979509,96.09348479247333,88.98931019137483,111.08747843710943
2018-12-10,268.35211256210994,96.75413680860984,88.55088949804673,110.6381985594974
2018-12-11,267.87716725094896,97.46393831086665,88.89673424132958,110.88827950418727
2018-12-12,267.22383801837526,97.16372652799731,86.89849557729652,111.58855197698924
2018-12-13,268.98929225865635,96.230456552317,86.29869927170705,111.57472164333797
2018-12-14,269.3942739696173,96.73421339723546,85.51046149906932,112.34186674410158
2018-12-17,268.13339001528226,96.39189848435545,85.33102302420858,112.9916667072117
2018-12-18,269.05125196233706,96.78721128393684,84.95438959326547,112.34583799477048
2018-12-19,271.17340815934966,95.80215937508092,85.51288023919251,111.94156393137479
2018-12-20,272.20587341990085,96.24845804423057,84.21134449903047,112.51608622934265
2018-12-21,270.68650345394684,95.64287207959019,84.243188532462,110.88851869105639
2018-12-24,270.20226938108055,96.00825413912345,84.6340240287102,110.79884527515739
2018-12-25,271.4691805302672,96.01539067304167,85.93367723430356,109.94034655418258
2018-12-26,270.7615110646484,95.53842096334334,85.59644105453813,109.65441427332247
2018-12-27,271.20533049279464,95.33490280687995,85.8235620775849,109.47512221990495
2018-12-28,271.979964546224,95.67806203535831,84.56085812279123,109.26017559316044
2018-12-31,271.0530340746459,95.73100926191591,82.88648877977212,108.92881884189288
2019-01-01,270.9935087185841,96.02321575215217,83.47783084281932,108.27053265211559
2019-01-02,267.752241378515,97.0114360444099,83.47393863726566,109.6456794122068
2019-01-03,266.72785373718074,96.22931523855438,84.29889752012456,110.76615661470362
2019-01-04,266.47528558578756,97.03792152603869,83.33751549784573,110.06891712254985
2019-01-07,265.2275024038227,97.0900994948003,83.70144699551585,111.01818717333198
2019-01-08,266.85991370775434,96.64070747063873,85.00961948389656,110.77850787904828
2019-01-09,265.4297723297937,95.97555065776923,85.30341340974664,110.85602036304729
2019-01-10,264.9897278430967,95.88099046238072,85.49702046366038,110.81805598710915
2019-01-11,265.12046842038285,96.34181551834295,85.50300972023742,110.42220680235677
2019-01-14,266.56174170944894,96.27804095815418,84.40339270024927,111.01251820852046
2019-01-15,265.1258795582695,97.03361842327786,85.35229375524652,111.08805012686645
2019-01-16,266.28904331042446,96.30803057825207,84.92469340738297,110.8021192729349
2019-01-17,266.2992763714441,96.30198610432905,85.27783168685109,110.01936560665463
2019-01-18,265.3177677203961,95.67578938212249,84.18370767225122,109.48320859842315
2019-01-21,265.7798711946594,95.85760532343498,83.35808590709576,108.49838052906189
2019-01-22,265.97893089023285,96.30104901848362,84.36264708655133,108.505714658111
2019-01-23,265.37871401307405,96.0906681216431,84.11953548428083,107.78771530274037
2019-01-24,265.4485160980641,94.78856119332953,85.13682831751062,107.62837899522924
2019-01-25,265.0632025012023,94.88803526672778,85.08206685616966,108.45044010739545
2019-01-28,265.1767198464536,95.10640454259453,83.79273841509915,109.17001985114841
2019-01-29,265.83885052097463,95.30855192007539,84.41718573491136,109.15065371468684
2019-01-30,267.42486733711996,95.92644301598646,84.00426111248244,109.09840287900096
2019-01-31,266.1870518382931,95.39091617616194,84.49334328194436,110.22632760865355
2019-02-01,268.3200852129494,95.73102422888716,84.51099088922243,110.53878128086879
2019-02-04,266.36799741342685,96.32727798512614,83.43080812966241,110.34209740494288
2019-02-05,266.2162123183913,95.43798419312289,83.54581446542181,109.4864865346706
2019-02-06,266.8045295248759,95.59781010608238,85.08317066492877,109.72281046556944
2019-02-07,267.0855213926109,95.34572019057855,85.4282611858889,110.22040472911917
2019-02-08,266.4628218727903,95.30495885402772,85.38799875878507,109.84141381441097
2019-02-11,266.254699622433,95.47879709579689,86.14073914015489,110.0161354674938
2019-02-12,265.7616986877742,95.23518281374011,86.28820706579708,109.79799149054477
2019-02-13,265.17233393083,94.8973287741593,86.43488102698103,109.68757205102537
2019-02-14,266.021936027851,94.91440498290332,85.67074340646965,108.19487881648797
2019-02-15,266.37895151381605,94.37078201347192,85.83443702452237,108.0618099742583
2019-02-18,265.6860419185554,93.82786944902932,86.55924741601424,108.64343155570313
2019-02-19,266.58564179398866,94.16755609050757,85.97400390954422,108.2645900223632
2019-02-20,266.89294131486525,93.59315907292824,86.97115098441708,108.29610584329238
2019-02-21,267.7058034337042,93.92631532338285,86.9069567675155,107.84253541927723
2019-02-22,268.33543227562785,94.15761096980982,86.28551810943851,108.0588004250529
2019-02-25,267.50643726470577,93.29470760541453,86.98386056328269,107.92888650653119
2019-02-26,266.9462562245088,92.9559252792467,86.78310459826591,107.36534158212199
2019-02-27,267.69354982963205,93.55297998077039,87.31476501950618,108.16487246272106
2019-02-28,268.3039200950655,93.06239721520055,87.1105339769252,108.72223167084039
2019-03-01,268.28301850110137,92.83019508404585,87.06865567645427,108.35928761248348
2019-03-04,268.40034588441017,93.0612255306718,87.41414781948828,108.65796059813415
2019-03-05,269.6780107801986,93.4529207853131,87.61777575980128,108.98040779982638
2019-03-06,269.0864393913628,93.32715134229085,86.22090351348506,109.36578854083308
2019-03-07,269.6335367725328,93.02839624494503,85.43603289541899,108.34923500323605
2019-03-08,269.4313441200989,93.73958117579429,86.08661988477256,108.95319892785562
2019-03-11,269.21366291687167,94.60903100769308,85.99412427254147,108.61137955010018
2019-03-12,270.31243976885884,95.09846003308397,85.62751236060147,108.39668279003541
2019-03-13,271.13785611784687,95.14111910436648,84.67651054992125,109.97941184139154
2019-03-14,271.95136575384754,94.73698624354603,83.92069512502815,110.16053586982414
2019-03-15,273.25684456100186,94.32176404026774,82.50543607705478,109.92874238455585
2019-03-18,273.2778484026346,94.58302109290062,82.43453957396372,108.6055657609023
2019-03-19,273.95980137392957,94.79222020334495,82.01563326755698,109.4394242412701
2019-03-20,273.64953461733614,95.49301949981817,81.33902174386725,108.63229843878494
2019-03-21,273.97370096982456,95.81824454608625,81.2913353462497,108.03023509668525
2019-03-22,273.84355791545687,95.06670439520633,81.5461147878466,107.83142371723254
2019-03-25,273.9405538804496,95.5926782040678,83.01135334039357,108.68127079225272
2019-03-26,274.5357109058865,95.0936478904106,81.95303494669932,109.14521478425218
2019-03-27,273.71749022265305,94.90166225443441,82.76460167700968,109.05051227834801
2019-03-28,275.8098774983385,95.02676235756026,83.44577276972024,109.23548751653131
2019-03-29,274.8038601168388,96.02459610245224,82.90040785215653,108.87525610080864
2019-04-01,273.58967150405107,97.57955538045492,83.04267302036676,108.95904831454786
2019-04-02,274.7477823775511,97.88291691002301,82.72232974583042,109.00305036141474
2019-04-03,275.5394450715141,97.79131860066282,82.85231175212354,109.58431229882355
2019-04-04,276.1635648885662,98.05857142490309,83.90870346150673,110.16461917228692
2019-04-05,276.7919103978305,98.50239913784002,84.33262782434865,110.46100560161031
2019-04-08,276.7796636249836,98.34206532506141,84.68865368561207,110.24359706708265
2019-04-09,275.88240925349777,99.23967100301758,84.38743716164382,110.68869044371672
2019-04-10,275.9582138116915,99.35470638261327,83.34859749619677,110.63350936399489
2019-04-11,275.28105210017935,99.60357792715898,83.2026697488185,109.98436074276701
2019-04-12,276.25617183359714,99.9365400531862,84.04729545722323,109.74238806762045
2019-04-15,276.109114452095,100.14733335849344,82.97827795761049,109.79310425789104
2019-04-16,275.2836172553025,100.56680360872824,82.23971539988679,110.3392337280899
2019-04-17,274.9622314136495,100.25817701545478,82.32810281525065,110.2291168247956
2019-04-18,275.3751628679251,99.97902613848177,81.63884446585756,109.50359759805184
2019-04-19,274.8114383151211,99.42894902199592,81.08407805287692,109.53764260802993
2019-04-22,273.9892179195547,99.64869963730602,80.7875590456672,109.60571623206386
2019-04-23,274.2329051310466,100.0381678890621,79.83162686273408,109.71721880940551
2019-04-24,274.4778717021553,100.26705432213804,79.14974157038263,110.26914171897816
2019-04-25,273.97092852678423,101.1043005388118,79.64214111213374,110.88049566303211
2019-04-26,273.4998902211659,101.10150252939728,78.72698226457207,110.52396913960311
2019-04-29,273.7319401585235,101.43587335719353,77.60847177042568,110.15428306477374
2019-04-30,272.2838558170262,100.89002291912388,77.16745428475195,109.53016383820045
2019-05-01,270.8763920426496,100.69647306788667,77.67982313650884,109.94945324036874
2019-05-02,270.1579478213972,101.04424194666956,77.54197787091103,110.81874530537137
2019-05-03,269.94450066968534,101.46879300204114,77.21677111623009,110.62969614862601
2019-05-06,270.25540823528337,101.32180952820904,77.24782227449103,110.48483780979102
2019-05-07,271.7307644522329,101.28600990228001,76.02582707148926,111.36490734393041
2019-05-08,272.58842407543494,100.52707302893961,76.37212102913179,111.66824205585941
2019-05-09,272.4284855454715,100.34855842853631,76.64052555111434,111.92998347874004
2019-05-10,272.4094693375688,100.7937500102962,76.35400961924734,111.2154335751558
2019-05-13,271.406939972931,101.08135251834948,77.05815677750482,111.62267041672345
2019-05-14,271.3884268369386,101.33168537904008,76.2689095082377,111.0651886124176
2019-05-15,271.09976819801847,101.35657222263056,77.0584458035152,110.38477650085663
